Don_Left,Don_Right,Ka_Left,Ka_Right,Label
160,2,703,196,Ka_Right
0,0,315,7,Ka_Right
137,3,542,145,Ka_Right
132,2,653,159,Ka_Right
103,1,603,114,Ka_Right
0,0,414,16,Ka_Right
1,0,735,152,Ka_Right
46,2,524,125,Ka_Right
0,0,550,163,Ka_Right
0,0,421,20,Ka_Right
71,2,663,171,Ka_Right
168,0,670,176,Ka_Right
49,1,570,113,Ka_Right
0,0,386,34,Ka_Right
0,0,378,32,Ka_Right
0,0,311,13,Ka_Right
0,0,551,107,Ka_Right
81,1,653,183,Ka_Right
116,1,656,232,Ka_Right
12,0,658,219,Ka_Right
69,0,719,165,Ka_Right
0,0,711,199,Ka_Right
100,0,698,204,Ka_Right
0,2,617,249,Ka_Right
87,0,634,227,Ka_Right
95,2,686,236,Ka_Right
0,0,562,170,Ka_Right
65,0,601,71,Ka_Right
160,1,697,242,Ka_Right
267,4,693,211,Ka_Right
170,2,671,183,Ka_Right
196,3,644,174,Ka_Right
80,1,625,197,Ka_Right
143,1,662,122,Ka_Right
104,1,570,208,Ka_Right
72,1,519,147,Ka_Right
49,0,481,134,Ka_Right
0,0,526,124,Ka_Right
0,0,391,24,Ka_Right
0,0,390,81,Ka_Right
25,0,495,193,Ka_Right
0,0,593,152,Ka_Right
0,2,572,125,Ka_Right
112,0,692,174,Ka_Right
217,3,650,228,Ka_Right
252,3,707,228,Ka_Right
98,2,629,248,Ka_Right
148,0,695,186,Ka_Right
168,2,706,286,Ka_Right
0,0,591,213,Ka_Right
236,3,720,226,Ka_Right
266,4,701,279,Ka_Right
83,2,512,136,Ka_Right
238,4,674,172,Ka_Right
270,5,668,211,Ka_Right
155,2,506,135,Ka_Right
93,0,551,108,Ka_Right
98,0,466,156,Ka_Right
148,1,525,214,Ka_Right
266,5,673,248,Ka_Right
253,4,676,311,Ka_Right
251,3,700,271,Ka_Right
182,2,672,183,Ka_Right
0,0,687,292,Ka_Right
72,0,643,155,Ka_Right
115,0,607,166,Ka_Right
93,18,304,29,Noise
444,56,485,80,Noise
557,45,540,73,Noise
594,48,506,69,Noise
566,41,579,70,Noise
587,45,562,70,Noise
597,44,536,74,Noise
590,42,549,67,Noise
564,37,543,63,Noise
563,35,532,58,Noise
573,35,431,56,Noise
613,37,481,64,Noise
607,36,554,59,Noise
653,41,574,92,Noise
693,44,626,135,Noise
687,44,705,202,Noise
695,45,663,214,Noise
717,47,562,146,Noise
718,43,547,100,Noise
759,46,571,125,Noise
763,46,662,278,Noise
664,43,659,399,Noise
612,40,565,405,Noise
588,39,655,396,Noise
632,41,608,409,Noise
645,41,600,427,Noise
697,44,659,440,Noise
701,44,717,438,Noise
612,37,678,402,Noise
617,36,581,392,Noise
598,37,580,394,Noise
385,23,544,372,Noise
402,24,542,364,Noise
440,25,551,357,Noise
609,34,547,364,Noise
600,35,638,370,Noise
634,36,601,351,Noise
510,30,723,384,Noise
439,25,719,418,Noise
606,34,644,372,Noise
667,37,701,358,Noise
701,40,719,409,Noise
669,38,771,419,Noise
669,39,779,428,Noise
682,40,769,420,Noise
678,39,720,387,Noise
1,0,360,36,Noise
0,0,308,27,Noise
1,0,309,32,Noise
0,0,319,20,Noise
0,0,315,21,Noise
0,0,275,23,Noise
0,0,254,15,Noise
0,0,202,10,Noise
0,0,194,14,Noise
0,0,83,10,Noise
0,0,76,2,Noise
373,25,746,313,Noise
0,0,295,18,Noise
0,0,86,17,Noise
0,0,84,20,Noise
0,0,86,14,Noise
479,27,608,40,Noise
431,23,132,33,Noise
692,40,784,473,Noise
721,42,708,368,Noise
712,42,777,443,Noise
0,0,477,35,Noise
0,1,344,23,Noise
0,0,310,16,Noise
0,0,203,16,Noise
405,22,547,50,Noise
726,43,727,403,Noise
777,44,727,361,Noise
752,41,656,295,Noise
0,0,282,20,Noise
0,0,195,10,Noise
0,0,112,17,Noise
0,0,71,12,Noise
0,0,358,17,Noise
741,40,742,351,Noise
739,39,707,349,Noise
0,0,131,25,Noise
278,15,525,108,Noise
727,39,803,411,Noise
767,41,801,409,Noise
772,40,777,375,Noise
37,1,85,13,Noise
537,32,669,56,Noise
806,45,810,468,Noise
822,45,799,454,Noise
503,25,587,65,Noise
503,27,544,50,Noise
791,46,828,498,Noise
800,45,845,493,Noise
780,43,798,447,Noise
0,0,413,33,Noise
0,0,312,14,Noise
0,0,258,12,Noise
310,17,625,352,Noise
187,11,716,257,Ka_Right
245,10,694,294,Ka_Right
0,1,686,307,Ka_Right
262,13,689,224,Ka_Right
1,14,683,277,Ka_Right
120,9,637,180,Ka_Right
1,0,662,316,Ka_Right
1,1,705,277,Ka_Right
181,10,641,208,Ka_Right
296,1,694,290,Ka_Right
1,0,705,327,Ka_Right
0,15,655,258,Ka_Right
0,11,662,232,Ka_Right
208,11,656,258,Ka_Right
199,9,640,288,Ka_Right
0,0,473,24,Ka_Right
136,7,573,157,Ka_Right
119,5,552,186,Ka_Right
0,0,549,55,Ka_Right
3,2,541,178,Ka_Right
70,3,485,148,Ka_Right
191,12,677,235,Ka_Right
85,3,620,237,Ka_Right
0,0,412,44,Ka_Right
0,0,476,58,Ka_Right
1,1,754,308,Ka_Right
68,4,739,282,Ka_Right
0,0,588,67,Ka_Right
38,0,706,151,Ka_Right
200,8,678,249,Ka_Right
191,9,646,209,Ka_Right
0,2,608,165,Ka_Right
0,0,584,169,Ka_Right
5,0,653,46,Ka_Right
144,3,726,245,Ka_Right
202,12,702,245,Ka_Right
92,4,567,238,Ka_Right
0,0,680,243,Ka_Right
271,13,656,253,Ka_Right
86,1,695,233,Ka_Right
143,9,631,204,Ka_Right
276,16,641,300,Ka_Right
0,0,441,27,Ka_Right
31,0,487,41,Ka_Right
66,2,679,211,Ka_Right
77,3,687,214,Ka_Right
0,0,314,11,Ka_Right
33,2,614,137,Ka_Right
0,0,534,72,Ka_Right
83,4,598,194,Ka_Right
0,1,420,111,Ka_Right
101,3,628,156,Ka_Right
28,0,578,168,Ka_Right
2,0,598,118,Ka_Right
1,1,685,290,Ka_Right
0,1,596,217,Ka_Right
110,4,682,258,Ka_Right
0,1,595,159,Ka_Right
0,0,597,212,Ka_Right
1,0,527,53,Ka_Right
7,6,707,250,Ka_Right
1,2,705,383,Ka_Right
213,14,693,197,Ka_Right
97,4,666,211,Ka_Right
271,14,691,267,Ka_Right
236,14,622,242,Ka_Right
296,1,734,350,Ka_Right
0,4,679,248,Ka_Right
161,9,663,256,Ka_Right
54,1,535,180,Ka_Right
97,5,622,209,Ka_Right
81,1,596,196,Ka_Right
1,7,621,233,Ka_Right
218,12,699,327,Ka_Right
201,12,707,249,Ka_Right
59,7,671,300,Ka_Right
143,7,689,289,Ka_Right
141,7,702,276,Ka_Right
52,2,648,205,Ka_Right
1,0,574,237,Ka_Right
87,5,597,244,Ka_Right
9,3,517,267,Ka_Right
21,1,540,263,Ka_Right
50,2,587,195,Ka_Right
71,2,580,249,Ka_Right
0,0,521,189,Ka_Right
92,3,564,253,Ka_Right
1,0,535,203,Ka_Right
1,4,552,225,Ka_Right
0,2,526,248,Ka_Right
0,0,504,104,Ka_Right
57,3,530,176,Ka_Right
0,1,525,212,Ka_Right
0,1,468,151,Ka_Right
0,0,328,36,Ka_Right
1,2,355,44,Ka_Right
0,0,354,16,Ka_Right
0,0,351,15,Ka_Right
0,0,268,16,Ka_Right
0,0,492,164,Ka_Right
308,2,647,281,Don_Right
234,1,610,263,Don_Right
183,1,567,192,Don_Right
106,0,574,148,Don_Right
93,2,380,62,Don_Right
195,0,420,123,Don_Right
138,0,545,195,Don_Right
143,0,514,122,Don_Right
87,0,541,173,Don_Right
38,0,417,128,Don_Right
83,0,538,167,Don_Right
63,0,478,222,Don_Right
31,0,454,119,Don_Right
99,0,445,234,Don_Right
52,0,488,114,Don_Right
0,0,539,245,Don_Right
0,0,475,178,Don_Right
0,0,487,147,Don_Right
0,0,410,44,Don_Right
0,0,488,101,Don_Right
0,0,452,67,Don_Right
0,0,341,113,Don_Right
0,0,428,195,Don_Right
0,0,482,125,Don_Right
0,0,440,75,Don_Right
0,0,455,77,Don_Right
0,0,505,118,Don_Right
0,0,453,95,Don_Right
0,0,528,116,Don_Right
0,0,471,87,Don_Right
10,0,567,115,Don_Right
94,0,566,94,Don_Right
92,0,576,115,Don_Right
63,0,531,94,Don_Right
0,0,582,76,Don_Right
0,0,619,104,Don_Right
91,0,628,99,Don_Right
198,1,625,104,Don_Right
251,1,430,124,Don_Right
298,1,457,163,Don_Right
280,2,508,90,Don_Right
331,1,557,90,Don_Right
233,1,404,63,Don_Right
303,1,401,111,Don_Right
282,2,443,116,Don_Right
329,2,377,130,Don_Right
338,2,428,172,Don_Right
309,1,387,86,Don_Right
278,1,430,69,Don_Right
279,1,531,55,Don_Right
79,0,384,20,Don_Right
0,0,210,8,Don_Right
103,0,471,94,Don_Right
97,0,456,74,Don_Right
152,1,481,218,Don_Right
166,0,466,178,Don_Right
93,0,503,124,Don_Right
94,1,571,202,Don_Right
0,0,521,129,Don_Right
0,0,374,68,Don_Right
0,0,574,97,Don_Right
0,0,569,96,Don_Right
0,0,532,62,Don_Right
0,0,387,23,Don_Right
0,0,386,48,Don_Right
0,0,503,104,Don_Right
0,0,460,125,Don_Right
0,0,358,50,Don_Right
0,0,463,66,Don_Right
0,0,446,59,Don_Right
38,0,574,137,Don_Right
65,0,408,125,Don_Right
123,0,591,96,Don_Right
125,0,531,93,Don_Right
134,0,618,92,Don_Right
158,1,600,109,Don_Right
236,1,472,191,Don_Right
228,0,617,93,Don_Right
244,1,587,117,Don_Right
208,1,636,183,Don_Right
266,2,443,240,Don_Right
254,2,411,212,Don_Right
210,1,525,199,Don_Right
131,1,479,145,Don_Right
225,1,546,235,Don_Right
228,0,548,206,Don_Right
212,1,557,206,Don_Right
256,2,517,207,Don_Right
223,2,469,240,Don_Right
0,0,92,0,Don_Right
90,1,73,13,Don_Right
85,0,121,21,Don_Right
92,0,394,117,Don_Right
0,0,92,4,Don_Right
191,0,471,90,Don_Right
89,0,21,3,Don_Right
81,1,5,6,Don_Right
238,0,235,16,Don_Right
79,0,12,4,Don_Right
131,1,351,57,Don_Right
121,0,346,92,Don_Right
213,0,399,129,Don_Right
160,0,349,166,Don_Right
180,0,414,221,Don_Right
214,1,444,240,Don_Right
97,0,346,145,Don_Right
185,1,408,242,Don_Right
152,0,495,246,Don_Right
241,0,555,238,Don_Right
238,1,525,228,Don_Right
280,0,402,185,Don_Right
123,0,482,137,Don_Right
247,2,359,28,Don_Right
355,2,601,77,Don_Right
316,0,553,36,Don_Right
313,0,568,154,Don_Right
318,1,549,199,Don_Right
267,1,401,121,Don_Right
262,0,460,76,Don_Right
214,0,347,29,Don_Right
256,1,493,60,Don_Right
223,0,346,35,Don_Right
290,1,370,18,Don_Right
362,1,445,11,Don_Right
281,1,435,206,Don_Right
108,0,366,101,Don_Right
117,0,323,141,Don_Right
154,0,281,93,Don_Right
99,0,287,77,Don_Right
198,0,359,61,Don_Right
254,2,454,16,Don_Right
252,1,410,47,Don_Right
286,2,418,139,Don_Right
218,0,395,166,Don_Right
170,1,387,124,Don_Right
294,0,462,108,Don_Right
282,1,416,78,Don_Right
263,2,474,15,Don_Right
301,1,545,70,Don_Right
216,1,409,125,Don_Right
210,0,397,176,Don_Right
343,0,390,113,Don_Right
364,1,501,102,Don_Right
370,2,463,60,Don_Right
387,1,10,4,Don_Right
373,2,477,23,Don_Right
331,2,551,78,Don_Right
149,62,373,73,Don_Right
249,2,326,251,Don_Right
203,0,393,152,Don_Right
177,1,386,165,Don_Right
151,0,322,129,Don_Right
167,0,391,123,Don_Right
174,0,382,131,Don_Right
222,0,347,147,Don_Right
235,0,550,134,Don_Right
252,0,534,56,Don_Right
315,1,461,58,Don_Right
301,1,445,98,Don_Right
267,4,495,161,Don_Right
125,1,381,24,Don_Right
248,0,516,111,Don_Right
315,0,531,99,Don_Right
302,0,332,113,Don_Right
159,0,406,84,Don_Right
141,0,419,80,Don_Right
203,0,397,193,Don_Right
160,0,532,133,Don_Right
164,0,366,70,Don_Right
258,0,486,123,Don_Right
258,1,538,143,Don_Right
273,0,605,216,Don_Right
182,0,367,72,Don_Right
263,1,505,119,Don_Right
222,0,416,23,Don_Right
262,0,469,25,Don_Right
303,1,453,13,Don_Right
285,0,478,39,Don_Right
108,0,508,87,Don_Right
85,0,486,47,Don_Right
59,0,156,3,Don_Right
99,0,471,34,Don_Right
0,0,77,6,Don_Right
102,0,356,44,Don_Right
138,0,373,85,Don_Right
132,0,552,108,Don_Right
182,0,457,57,Don_Right
237,0,485,43,Don_Right
287,0,526,76,Don_Right
272,1,459,87,Don_Right
217,1,619,239,Don_Right
136,0,389,164,Don_Right
106,0,365,138,Don_Right
138,0,379,138,Don_Right
238,0,415,182,Don_Right
257,0,592,184,Don_Right
215,2,514,101,Don_Right
232,0,576,123,Don_Right
260,1,632,136,Don_Right
293,2,588,124,Don_Right
98,0,605,224,Ka_Right
0,0,441,172,Ka_Right
0,0,416,231,Ka_Right
0,0,520,154,Ka_Right
101,0,485,306,Ka_Right
0,0,410,66,Ka_Right
0,0,246,9,Ka_Right
0,0,72,0,Ka_Right
0,0,139,16,Ka_Right
0,0,130,11,Ka_Right
0,3,255,21,Ka_Right
0,0,367,72,Ka_Right
0,0,447,92,Ka_Right
0,0,401,30,Ka_Right
0,0,81,4,Ka_Right
0,0,93,11,Ka_Right
0,0,462,204,Ka_Right
0,0,404,226,Ka_Right
0,0,433,237,Ka_Right
0,0,442,211,Ka_Right
0,0,379,83,Ka_Right
0,0,324,111,Ka_Right
0,0,345,30,Ka_Right
0,0,351,25,Ka_Right
0,0,443,108,Ka_Right
28,0,490,211,Ka_Right
0,0,497,162,Ka_Right
0,0,576,120,Ka_Right
0,2,416,37,Ka_Right
0,0,545,96,Ka_Right
0,0,477,107,Ka_Right
0,0,392,99,Ka_Right
0,0,338,58,Ka_Right
0,0,303,83,Ka_Right
0,0,189,29,Ka_Right
0,0,132,13,Ka_Right
0,0,95,0,Ka_Right
0,0,79,11,Ka_Right
0,0,292,141,Ka_Right
0,0,83,11,Ka_Right
0,0,345,138,Ka_Right
2,0,312,121,Ka_Right
0,0,426,149,Ka_Right
0,0,510,217,Ka_Right
0,0,459,129,Ka_Right
31,0,584,170,Ka_Right
0,0,526,226,Ka_Right
0,0,370,143,Ka_Right
0,0,176,39,Ka_Right
0,0,80,13,Ka_Right
0,0,76,3,Ka_Right
0,0,107,16,Ka_Right
0,0,369,174,Ka_Right
0,0,211,20,Ka_Right
0,0,199,10,Ka_Right
0,0,93,3,Ka_Right
0,0,127,9,Ka_Right
0,0,176,23,Ka_Right
0,0,246,35,Ka_Right
0,0,407,74,Ka_Right
0,2,324,15,Ka_Right
0,0,296,25,Ka_Right
80,0,399,248,Ka_Right
16,0,484,222,Ka_Right
0,0,349,152,Ka_Right
0,0,157,19,Ka_Right
0,0,93,76,Ka_Right
0,0,199,29,Ka_Right
0,0,452,134,Ka_Right
0,0,398,42,Ka_Right
0,0,230,18,Ka_Right
0,0,528,160,Ka_Right
0,0,488,156,Ka_Right
0,0,474,146,Ka_Right
0,0,452,146,Ka_Right
0,0,420,173,Ka_Right
0,0,351,205,Ka_Right
64,0,535,219,Ka_Right
0,0,431,204,Ka_Right
0,0,389,65,Ka_Right
0,0,498,144,Ka_Right
74,0,485,229,Ka_Right
0,0,490,96,Ka_Right
93,0,636,252,Ka_Right
0,0,385,144,Ka_Right
0,0,591,192,Ka_Right
47,0,447,184,Ka_Right
0,0,428,155,Ka_Right
0,0,434,236,Ka_Right
0,0,488,153,Ka_Right
0,0,350,167,Ka_Right
0,1,416,178,Ka_Right
0,0,387,49,Ka_Right
0,0,313,15,Ka_Right
43,0,498,119,Ka_Right
0,0,335,26,Ka_Right
0,0,459,17,Ka_Right
0,0,343,18,Ka_Right
0,0,576,186,Ka_Right
131,0,596,266,Ka_Right
22,0,615,38,Ka_Left
0,0,341,7,Ka_Left
0,0,179,3,Ka_Left
1,0,543,12,Ka_Left
0,0,470,16,Ka_Left
0,0,688,37,Ka_Left
0,0,690,22,Ka_Left
0,0,599,68,Ka_Left
0,0,541,45,Ka_Left
1,0,546,19,Ka_Left
0,0,78,1,Ka_Left
118,0,695,21,Ka_Left
98,0,528,15,Ka_Left
50,0,649,19,Ka_Left
111,0,421,11,Ka_Left
204,0,506,13,Ka_Left
175,0,589,18,Ka_Left
147,0,548,22,Ka_Left
103,0,558,18,Ka_Left
0,0,348,13,Ka_Left
113,0,609,32,Ka_Left
92,1,585,51,Ka_Left
0,0,383,18,Ka_Left
0,0,512,39,Ka_Left
30,0,610,41,Ka_Left
4,0,473,29,Ka_Left
0,1,397,34,Ka_Left
0,0,483,13,Ka_Left
144,0,573,13,Ka_Left
136,0,537,15,Ka_Left
0,0,383,10,Ka_Left
232,0,570,23,Ka_Left
211,0,532,14,Ka_Left
199,0,464,14,Ka_Left
0,0,236,6,Ka_Left
0,0,188,14,Ka_Left
0,0,210,5,Ka_Left
0,0,124,16,Ka_Left
0,0,262,16,Ka_Left
149,0,586,21,Ka_Left
0,0,600,16,Ka_Left
2,0,720,45,Ka_Left
0,0,106,7,Ka_Left
0,0,139,7,Ka_Left
0,0,130,12,Ka_Left
0,0,598,21,Ka_Left
0,0,340,12,Ka_Left
0,0,709,131,Ka_Left
0,0,714,136,Ka_Left
0,1,462,31,Ka_Left
0,0,727,156,Ka_Left
59,0,618,75,Ka_Left
0,0,572,72,Ka_Left
0,0,672,135,Ka_Left
107,0,724,116,Ka_Left
180,0,601,37,Ka_Left
124,0,644,50,Ka_Left
0,0,624,25,Ka_Left
0,0,222,11,Ka_Left
0,0,215,17,Ka_Left
0,0,671,31,Ka_Left
182,0,615,18,Ka_Left
191,0,493,13,Ka_Left
135,0,413,10,Ka_Left
0,0,265,6,Ka_Left
167,0,469,19,Ka_Left
0,0,380,24,Ka_Left
0,0,304,12,Ka_Left
201,0,401,15,Ka_Left
230,0,575,22,Ka_Left
229,0,508,17,Ka_Left
172,0,438,14,Ka_Left
185,0,449,10,Ka_Left
0,0,358,7,Ka_Left
0,0,617,37,Ka_Left
158,0,502,13,Ka_Left
0,0,433,28,Ka_Left
1,0,128,10,Ka_Left
175,0,559,16,Ka_Left
0,0,482,13,Ka_Left
122,0,568,25,Ka_Left
19,0,482,28,Ka_Left
0,0,594,56,Ka_Left
70,0,423,20,Ka_Left
0,0,554,29,Ka_Left
60,0,570,30,Ka_Left
0,0,261,10,Ka_Left
210,0,617,20,Ka_Left
116,0,587,15,Ka_Left
22,0,506,12,Ka_Left
97,0,660,32,Ka_Left
0,0,481,24,Ka_Left
0,0,492,27,Ka_Left
0,0,229,10,Ka_Left
132,0,565,17,Ka_Left
0,0,253,10,Ka_Left
0,0,269,10,Ka_Left
112,0,576,15,Ka_Left
0,2,140,19,Ka_Left
0,0,156,3,Ka_Left
0,0,640,18,Ka_Left
0,0,691,26,Ka_Left
61,1,668,18,Ka_Left
0,0,680,21,Ka_Left
0,0,490,26,Ka_Left
0,0,571,39,Ka_Left
0,0,397,21,Ka_Left
0,0,185,18,Ka_Left
34,0,678,120,Ka_Left
0,0,681,114,Ka_Left
0,0,550,26,Ka_Left
0,0,404,28,Ka_Left
18,0,553,17,Ka_Left
0,0,168,4,Ka_Left
137,0,525,25,Ka_Left
147,0,406,12,Ka_Left
0,0,465,16,Ka_Left
0,0,313,12,Ka_Left
0,0,375,15,Ka_Left
0,0,267,12,Ka_Left
0,0,124,12,Ka_Left
7,0,691,136,Ka_Left
0,0,486,28,Ka_Left
0,0,647,78,Ka_Left
0,0,373,16,Ka_Left
0,0,279,20,Ka_Left
0,0,661,102,Ka_Left
0,0,450,20,Ka_Left
0,0,218,14,Ka_Left
77,0,603,95,Ka_Left
0,0,398,30,Ka_Left
79,0,585,69,Ka_Left
0,0,413,25,Ka_Left
0,0,597,86,Ka_Left
1,0,475,21,Ka_Left
0,0,477,18,Ka_Left
0,0,250,15,Ka_Left
135,0,637,17,Ka_Left
0,0,558,20,Ka_Left
0,0,473,21,Ka_Left
0,0,197,5,Ka_Left
194,0,536,17,Ka_Left
2,0,320,9,Ka_Left
0,0,160,5,Ka_Left
66,0,472,24,Ka_Left
0,0,425,23,Ka_Left
0,0,251,6,Ka_Left
85,0,686,122,Ka_Left
0,0,496,26,Ka_Left
1,0,331,18,Ka_Left
0,0,674,116,Ka_Left
0,0,368,16,Ka_Left
0,0,386,30,Ka_Left
0,0,80,4,Ka_Left
0,2,681,69,Ka_Left
0,0,436,23,Ka_Left
0,0,414,24,Ka_Left
0,0,597,86,Ka_Left
0,0,481,26,Ka_Left
0,0,657,21,Ka_Left
0,0,522,25,Ka_Left
0,0,535,19,Ka_Left
0,0,154,3,Ka_Left
18,0,524,15,Ka_Left
0,0,641,22,Ka_Left
0,0,406,17,Ka_Left
0,0,583,25,Ka_Left
0,0,567,35,Ka_Left
0,0,243,20,Ka_Left
3,0,627,30,Ka_Left
0,0,614,45,Ka_Left
0,0,617,91,Ka_Left
25,0,568,62,Ka_Left
0,0,651,57,Ka_Left
2,0,617,73,Ka_Left
0,0,382,22,Ka_Left
0,0,429,24,Ka_Left
0,0,122,18,Ka_Left
0,0,517,68,Ka_Left
0,0,395,22,Ka_Left
0,0,435,23,Ka_Left
0,0,533,99,Ka_Left
0,0,259,14,Ka_Left
0,0,650,118,Ka_Left
0,0,295,17,Ka_Left
0,0,84,5,Ka_Left
0,0,662,47,Ka_Left
0,0,306,22,Ka_Left
0,0,612,18,Ka_Left
0,0,596,17,Ka_Left
0,0,612,19,Ka_Left
0,0,457,19,Ka_Left
0,0,371,14,Ka_Left
0,0,633,21,Ka_Left
0,0,288,15,Ka_Left
0,0,612,16,Ka_Left
0,0,624,18,Ka_Left
0,0,539,27,Ka_Left
0,0,481,11,Ka_Left
0,0,265,7,Ka_Left
0,0,572,349,Noise
0,0,799,381,Noise
0,0,239,8,Noise
0,0,560,21,Noise
537,1,429,76,Noise
74,1,6,0,Noise
0,0,71,7,Noise
0,0,83,15,Noise
0,0,94,12,Noise
0,0,98,23,Noise
0,0,100,16,Noise
0,0,121,7,Noise
0,0,75,22,Noise
0,0,94,17,Noise
0,0,81,16,Noise
0,0,76,14,Noise
0,0,74,14,Noise
0,0,109,15,Noise
0,0,143,16,Noise
0,0,112,25,Noise
0,0,123,14,Noise
0,0,476,248,Noise
0,0,429,21,Noise
622,2,527,245,Noise
660,1,473,227,Noise
656,0,439,244,Noise
675,4,510,252,Noise
699,1,553,259,Noise
0,0,261,26,Noise
0,0,213,28,Noise
0,0,624,61,Noise
731,3,733,311,Noise
767,1,694,282,Noise
765,1,668,224,Noise
0,0,205,17,Noise
0,0,431,42,Noise
741,2,668,241,Noise
785,2,717,303,Noise
823,2,761,339,Noise
0,0,295,20,Noise
267,0,443,91,Noise
811,2,771,472,Noise
836,2,742,414,Noise
0,1,290,20,Noise
0,0,256,14,Noise
0,0,130,20,Noise
230,0,407,21,Noise
775,1,682,298,Noise
771,2,700,261,Noise
0,0,237,23,Noise
0,0,198,14,Noise
0,0,262,7,Noise
767,3,662,280,Noise
805,2,666,291,Noise
0,1,300,37,Noise
0,0,277,29,Noise
0,0,292,18,Noise
779,2,720,284,Noise
794,2,642,270,Noise
755,1,581,247,Noise
0,0,362,17,Noise
0,0,264,16,Noise
191,0,0,0,Noise
845,1,801,287,Noise
83,0,17,3,Noise
830,3,856,303,Noise
0,0,551,28,Noise
249,0,518,15,Noise
801,5,800,217,Noise
3,2,259,6,Noise
731,4,768,481,Noise
657,4,627,403,Noise
16,0,298,29,Noise
0,0,197,12,Noise
0,0,229,12,Noise
0,0,480,13,Noise
740,3,855,499,Noise
783,2,821,459,Noise
0,0,400,40,Noise
0,0,207,14,Noise
0,2,145,17,Noise
0,1,164,11,Noise
0,0,87,11,Noise
0,0,281,20,Noise
816,2,768,396,Noise
823,2,752,303,Noise
0,0,295,18,Noise
0,0,292,16,Noise
195,0,444,31,Noise
807,2,787,460,Noise
806,2,731,332,Noise
0,0,336,22,Noise
0,0,313,24,Noise
0,0,296,18,Noise
211,0,568,215,Noise
799,2,783,453,Noise
776,2,733,289,Noise
0,0,303,16,Noise
0,0,292,20,Noise
0,0,275,12,Noise
62,0,638,256,Ka_Right
63,0,603,234,Ka_Right
102,0,639,283,Ka_Right
60,0,628,228,Ka_Right
82,0,602,230,Ka_Right
0,0,497,214,Ka_Right
0,0,434,14,Ka_Right
0,0,403,29,Ka_Right
0,0,415,27,Ka_Right
0,0,329,17,Ka_Right
0,0,352,20,Ka_Right
0,0,310,15,Ka_Right
0,0,243,20,Ka_Right
0,0,198,20,Ka_Right
60,0,452,192,Ka_Right
88,0,373,211,Ka_Right
0,0,292,16,Ka_Right
0,0,346,13,Ka_Right
0,0,241,10,Ka_Right
1,0,575,215,Ka_Right
0,0,552,155,Ka_Right
0,1,491,156,Ka_Right
0,0,576,157,Ka_Right
0,0,604,127,Ka_Right
0,0,288,14,Ka_Right
0,0,326,31,Ka_Right
0,0,121,11,Ka_Right
0,0,126,16,Ka_Right
0,0,204,13,Ka_Right
0,0,487,142,Ka_Right
2,0,282,11,Ka_Right
0,0,163,7,Ka_Right
0,0,180,16,Ka_Right
0,0,161,14,Ka_Right
0,0,81,8,Ka_Right
0,0,142,17,Ka_Right
0,0,84,0,Ka_Right
0,1,552,240,Ka_Right
0,0,453,178,Ka_Right
0,0,572,215,Ka_Right
53,0,559,222,Ka_Right
9,0,546,218,Ka_Right
0,0,518,234,Ka_Right
0,0,573,178,Ka_Right
0,0,442,103,Ka_Right
0,0,606,272,Ka_Right
61,0,541,216,Ka_Right
0,0,122,14,Ka_Right
0,0,388,61,Ka_Right
0,0,231,13,Ka_Right
0,0,552,183,Ka_Right
0,0,118,19,Ka_Right
0,0,513,155,Ka_Right
0,0,296,19,Ka_Right
20,0,573,219,Ka_Right
0,0,193,11,Ka_Right
0,0,383,91,Ka_Right
0,0,208,27,Ka_Right
0,0,430,154,Ka_Right
0,0,126,20,Ka_Right
0,2,508,182,Ka_Right
0,0,125,12,Ka_Right
83,0,627,176,Ka_Right
0,0,117,7,Ka_Right
45,0,437,169,Ka_Right
0,0,117,16,Ka_Right
25,0,630,177,Ka_Right
0,0,143,21,Ka_Right
0,0,570,230,Ka_Right
0,1,144,10,Ka_Right
24,0,520,85,Ka_Right
0,0,682,285,Ka_Right
0,0,461,32,Ka_Right
51,0,656,121,Ka_Right
26,0,642,190,Ka_Right
61,0,493,116,Ka_Right
149,0,681,269,Ka_Right
80,0,625,168,Ka_Right
0,0,280,20,Ka_Right
143,0,642,237,Ka_Right
39,0,626,221,Ka_Right
0,0,289,9,Ka_Right
0,0,696,192,Ka_Right
0,0,670,188,Ka_Right
0,0,613,252,Ka_Right
129,0,681,243,Ka_Right
70,0,660,231,Ka_Right
0,0,478,21,Ka_Right
32,0,616,82,Ka_Right
0,0,462,30,Ka_Right
0,0,166,3,Ka_Right
103,0,698,226,Ka_Right
153,0,680,247,Ka_Right
0,0,570,181,Ka_Right
26,0,671,150,Ka_Right
84,0,591,195,Ka_Right
0,0,109,4,Ka_Right
0,0,253,8,Ka_Right
0,0,262,8,Ka_Right
0,0,257,7,Ka_Right
247,0,448,158,Don_Right
333,0,417,139,Don_Right
0,0,380,64,Don_Right
0,0,373,43,Don_Right
0,0,421,23,Don_Right
0,0,312,19,Don_Right
0,0,427,26,Don_Right
84,0,544,107,Don_Right
0,0,451,37,Don_Right
0,0,474,76,Don_Right
0,0,195,14,Don_Right
0,0,509,51,Don_Right
0,0,570,70,Don_Right
0,0,348,16,Don_Right
175,0,546,131,Don_Right
97,0,422,60,Don_Right
196,0,400,94,Don_Right
315,0,520,154,Don_Right
0,0,304,7,Don_Right
167,0,475,71,Don_Right
